symbol,expiration,strike,right,dte,cp_sign,timestamp_quote,bid_size,bid_quote,ask_size,ask_quote,delta,theta,vega,lambda,gamma,vanna,charm,implied_vol,underlying_timestamp,timestamp,open,high,low,close,volume,count,timestamp_trade,price,batch_id,ts,spot,moneyness,dist_atm_pct,atm_strike,mid,spread,spread_pct,oi,gamma_exp,vega_exp,theta_exp,delta_exp,iv_chg,mid_chg,spread_chg
IWM,2026-03-18,243.0,CALL,0,1,2026-03-18T12:10:22.42,18,4.72,18,4.82,0.9227,-1.5284,0.7497,47.9056,0.0436,-0.3188,233.3584,0.6406,2026-03-18T12:10:23.966,2026-03-18T10:14:20.535,6.05,6.05,4.8,4.8,31.0,17.0,2026-03-18T10:14:20.535,4.8,18,2026-03-18 12:10:12 EDT,247.65,0.9812235009085403,-1.8776499091459744,248.0,4.77,0.10000000000000053,2.096436058700221,90,3.924,67.473,137.556,83.04299999999999,-0.0093,-0.005,0.03
IWM,2026-03-18,243.0,PUT,0,-1,2026-03-18T12:10:23.693,1597,0.11,92,0.12,-0.0742,-1.4381,0.7274,-168.6387,0.043,-0.3186,229.8627,0.6312,2026-03-18T12:10:23.966,2026-03-18T12:08:13.65,0.22,0.28,0.07,0.11,7900.0,1020.0,2026-03-18T12:08:13.65,0.11,18,2026-03-18 12:10:12 EDT,247.65,0.9812235009085403,-1.8776499091459744,248.0,0.11499999999999999,0.009999999999999995,8.695652173913041,8925,-383.775,-6492.045,12835.0425,-662.235,0.0016,0.0,0.0
IWM,2026-03-18,244.0,CALL,0,1,2026-03-18T12:10:23.436,7,3.84,16,3.9,0.8696,-2.2082,1.0967,55.6523,0.0643,-0.3703,269.0148,0.6359,2026-03-18T12:10:23.966,2026-03-18T12:03:21.319,5.0,5.1,3.61,3.81,304.0,68.0,2026-03-18T12:03:21.319,3.81,18,2026-03-18 12:10:12 EDT,247.65,0.9852614577024026,-1.473854229759744,248.0,3.87,0.06000000000000005,1.5503875968992262,92,5.9155999999999995,100.8964,203.1544,80.0032,-0.0062,0.005,-0.01
IWM,2026-03-18,244.0,PUT,0,-1,2026-03-18T12:10:23.966,778,0.2,70,0.21,-0.125,-2.0753,1.0657,-154.0845,0.0639,-0.3765,267.4234,0.6218,2026-03-18T12:10:23.966,2026-03-18T12:10:04.778,0.36,0.43,0.14,0.2,14863.0,1981.0,2026-03-18T12:10:04.778,0.2,18,2026-03-18 12:10:12 EDT,247.65,0.9852614577024026,-1.473854229759744,248.0,0.20500000000000002,0.009999999999999981,4.878048780487795,10503,-671.1417,-11193.047100000002,21796.8759,-1312.875,0.0031,0.0,0.0
IWM,2026-03-18,245.0,CALL,0,1,2026-03-18T12:10:23.012,1,3.01,25,3.05,0.7953,-2.9201,1.4691,64.9871,0.087,-0.366,262.9935,0.6296,2026-03-18T12:10:23.966,2026-03-18T12:09:32.219,4.16,4.35,2.8,3.12,464.0,133.0,2026-03-18T12:09:32.219,3.12,18,2026-03-18 12:10:12 EDT,247.65,0.9892994144962649,-1.0700585503735132,248.0,3.03,0.040000000000000036,1.3201320132013215,174,15.137999999999998,255.6234,508.09740000000005,138.3822,0.0046,0.015,-0.01
IWM,2026-03-18,245.0,PUT,0,-1,2026-03-18T12:10:23.965,210,0.36,54,0.37,-0.2002,-2.8054,1.4502,-137.8028,0.0875,-0.3752,264.6689,0.6179,2026-03-18T12:10:23.966,2026-03-18T12:09:38.524,0.52,0.64,0.23,0.34,18950.0,3620.0,2026-03-18T12:09:38.524,0.34,18,2026-03-18 12:10:12 EDT,247.65,0.9892994144962649,-1.0700585503735132,248.0,0.365,0.010000000000000009,2.739726027397263,4247,-371.61249999999995,-6158.9994,11914.533800000001,-850.2493999999999,0.0039,0.0,0.0
IWM,2026-03-18,246.0,CALL,0,1,2026-03-18T12:10:23.965,31,2.25,7,2.27,0.7014,-3.4751,1.7957,76.8917,0.1091,-0.2913,203.7991,0.614,2026-03-18T12:10:23.966,2026-03-18T12:09:09.551,3.34,3.5,2.14,2.36,3175.0,380.0,2026-03-18T12:09:09.551,2.36,18,2026-03-18 12:10:12 EDT,247.65,0.9933373712901272,-0.6662628709872828,248.0,2.26,0.020000000000000018,0.8849557522123902,243,26.511300000000002,436.3551,844.4493,170.4402,-0.0016,0.005,0.01
IWM,2026-03-18,246.0,PUT,0,-1,2026-03-18T12:10:23.712,63,0.6,22,0.61,-0.2976,-3.4281,1.7932,-122.9338,0.1095,-0.2939,204.5813,0.6109,2026-03-18T12:10:23.966,2026-03-18T12:10:22.683,0.8,0.95,0.4,0.61,20542.0,3853.0,2026-03-18T12:10:22.683,0.61,18,2026-03-18 12:10:12 EDT,247.65,0.9933373712901272,-0.6662628709872828,248.0,0.605,0.010000000000000009,1.6528925619834725,1601,-175.3095,-2870.9132,5488.3881,-476.45759999999996,-0.0016,0.0,0.0
IWM,2026-03-18,247.0,CALL,0,1,2026-03-18T12:10:23.481,18,1.6,10,1.61,0.5854,-3.8348,2.0174,90.6372,0.1246,-0.1311,89.5108,0.6039,2026-03-18T12:10:23.966,2026-03-18T12:09:19.998,2.68,2.84,1.48,1.66,6782.0,905.0,2026-03-18T12:09:19.998,1.66,18,2026-03-18 12:10:12 EDT,247.65,0.9973753280839894,-0.26246719160105214,248.0,1.605,0.010000000000000009,0.6230529595015583,370,46.102000000000004,746.438,1418.876,216.598,-0.0007,0.01,0.0
IWM,2026-03-18,247.0,PUT,0,-1,2026-03-18T12:10:22.866,28,0.94,9,0.95,-0.4142,-3.7947,2.017,-109.0374,0.1251,-0.1321,89.8674,0.6015,2026-03-18T12:10:23.966,2026-03-18T12:10:15.183,1.09,1.37,0.66,0.95,20593.0,4687.0,2026-03-18T12:10:15.183,0.95,18,2026-03-18 12:10:12 EDT,247.65,0.9973753280839894,-0.26246719160105214,248.0,0.945,0.010000000000000009,1.0582010582010593,3290,-411.57899999999995,-6635.929999999999,12484.563,-1362.718,0.0,-0.01,0.0
IWM,2026-03-18,248.0,CALL,0,1,2026-03-18T12:10:23.259,36,1.06,14,1.07,0.4576,-3.8292,2.0532,106.9078,0.1292,0.0795,-55.1394,0.5929,2026-03-18T12:10:23.966,2026-03-18T12:10:07.764,1.82,2.14,0.97,1.06,14549.0,2998.0,2026-03-18T12:10:07.764,1.06,18,2026-03-18 12:10:12 EDT,247.65,1.0014132848778519,0.1413284877851784,248.0,1.065,0.010000000000000009,0.9389671361502356,642,82.94640000000001,1318.1544,2458.3464,293.7792,0.0008,0.0,0.0
IWM,2026-03-18,248.0,PUT,0,-1,2026-03-18T12:10:23.431,26,1.4,26,1.42,-0.5422,-3.8196,2.0534,-95.1706,0.1287,0.0789,-54.9433,0.5953,2026-03-18T12:10:23.966,2026-03-18T12:09:55.859,1.45,1.89,1.02,1.42,15124.0,3930.0,2026-03-18T12:09:55.859,1.42,18,2026-03-18 12:10:12 EDT,247.65,1.0014132848778519,0.1413284877851784,248.0,1.41,0.020000000000000018,1.4184397163120581,8633,-1111.0671,-17727.0022,32974.6068,-4680.8126,0.0016,-0.005,0.01
IWM,2026-03-18,249.0,CALL,0,1,2026-03-18T12:10:23.965,30,0.66,42,0.67,0.3316,-3.4685,1.8782,124.4418,0.1193,0.2764,-186.9845,0.5874,2026-03-18T12:10:23.966,2026-03-18T12:10:09.138,1.33,1.59,0.6,0.66,21903.0,3488.0,2026-03-18T12:10:09.138,0.66,18,2026-03-18 12:10:12 EDT,247.65,1.005451241671714,0.545124167171409,248.0,0.665,0.010000000000000009,1.5037593984962419,905,107.9665,1699.7710000000002,3138.9925000000003,300.098,-0.0032,0.0,0.0
IWM,2026-03-18,249.0,PUT,0,-1,2026-03-18T12:10:23.965,23,2.0,5,2.01,-0.6691,-3.4216,1.8763,-82.8539,0.1198,0.279,-187.7581,0.5843,2026-03-18T12:10:23.966,2026-03-18T12:10:00.007,1.99,2.5,1.43,2.02,7573.0,1415.0,2026-03-18T12:10:00.007,2.02,18,2026-03-18 12:10:12 EDT,247.65,1.005451241671714,0.545124167171409,248.0,2.005,0.009999999999999787,0.49875311720697196,1415,-169.517,-2654.9645,4841.564,-946.7765,-0.0031,-0.01,-0.0
IWM,2026-03-18,250.0,CALL,0,1,2026-03-18T12:10:23.967,149,0.38,127,0.39,0.2209,-2.8096,1.5363,143.9561,0.0985,0.3983,-266.2863,0.582,2026-03-18T12:10:23.966,2026-03-18T12:10:05.14,1.01,1.11,0.34,0.39,23496.0,4006.0,2026-03-18T12:10:05.14,0.39,18,2026-03-18 12:10:12 EDT,247.65,1.0094891984655765,0.9489198465576396,248.0,0.385,0.010000000000000009,2.5974025974025996,3872,381.392,5948.5536,10878.771200000001,855.3248000000001,-0.0023,0.0,0.0
IWM,2026-03-18,250.0,PUT,0,-1,2026-03-18T12:10:23.674,28,2.7,1,2.74,-0.7806,-2.7544,1.5301,-71.069,0.0987,0.402,-266.9585,0.5781,2026-03-18T12:10:23.966,2026-03-18T12:08:39.429,2.47,3.26,1.97,2.57,4730.0,720.0,2026-03-18T12:08:39.429,2.57,18,2026-03-18 12:10:12 EDT,247.65,1.0094891984655765,0.9489198465576396,248.0,2.72,0.040000000000000036,1.4705882352941189,3759,-371.01329999999996,-5751.6459,10353.7896,-2934.2754,-0.0023,-0.01,0.0
IWM,2026-03-18,251.0,CALL,0,1,2026-03-18T12:10:23.553,104,0.2,526,0.21,0.134,-2.0248,1.118,165.4022,0.0723,0.4195,-277.5085,0.5765,2026-03-18T12:10:23.966,2026-03-18T12:10:21.872,0.6,0.73,0.18,0.21,15756.0,2803.0,2026-03-18T12:10:21.872,0.21,18,2026-03-18 12:10:12 EDT,247.65,1.0135271552594387,1.3527155259438701,248.0,0.20500000000000002,0.009999999999999981,4.878048780487795,2937,212.3451,3283.5660000000003,5946.8376,393.55800000000005,-0.0016,0.0,0.0
IWM,2026-03-18,251.0,PUT,0,-1,2026-03-18T12:10:23.652,14,3.52,9,3.57,-0.8686,-1.9506,1.1029,-60.7721,0.0721,0.4228,-276.7018,0.5703,2026-03-18T12:10:23.966,2026-03-18T12:06:48.92,3.03,4.04,2.71,3.58,523.0,149.0,2026-03-18T12:06:48.92,3.58,18,2026-03-18 12:10:12 EDT,247.65,1.0135271552594387,1.3527155259438701,248.0,3.545,0.04999999999999982,1.4104372355430135,2977,-214.6417,-3283.3333,5806.9362,-2585.8222,0.0078,-0.01,-0.0
IWM,2026-03-18,252.0,CALL,0,1,2026-03-18T12:10:23.705,537,0.1,668,0.11,0.0747,-1.3191,0.7305,186.8055,0.0474,0.3568,-235.2564,0.5749,2026-03-18T12:10:23.966,2026-03-18T12:09:46.118,0.32,0.45,0.09,0.11,15280.0,2477.0,2026-03-18T12:09:46.118,0.11,18,2026-03-18 12:10:12 EDT,247.65,1.017565112053301,1.7565112053301006,248.0,0.10500000000000001,0.009999999999999995,9.523809523809518,2768,131.20319999999998,2022.0240000000001,3651.2688,206.7696,-0.0032,0.0,0.0
IWM,2026-03-18,252.0,PUT,0,-1,2026-03-18T12:10:23.661,33,4.4,36,4.49,-0.9275,-1.2497,0.7138,-51.7278,0.0468,0.3563,-232.3741,0.5687,2026-03-18T12:10:23.966,2026-03-18T12:09:57.257,4.01,4.77,3.57,4.48,66.0,46.0,2026-03-18T12:09:57.257,4.48,18,2026-03-18 12:10:12 EDT,247.65,1.017565112053301,1.7565112053301006,248.0,4.445,0.08999999999999986,2.024746906636667,1231,-57.610800000000005,-878.6878,1538.3807,-1141.7525,0.0125,-0.005,0.01
IWM,2026-03-19,238.0,CALL,1,1,2026-03-18T12:10:24.139,13,9.8,14,9.89,0.9389,-0.3573,1.6858,23.632,0.0187,-0.3982,28.726,0.4609,2026-03-18T12:10:24.725,2026-03-17T12:10:03.115,11.55,11.55,11.55,11.55,6.0,1.0,2026-03-17T12:10:03.115,11.55,18,2026-03-18 12:10:12 EDT,247.64,0.9610725246325311,-3.892747536746885,248.0,9.845,0.08999999999999986,0.9141696292534267,9,0.1683,15.1722,3.2157,8.450099999999999,-0.0117,0.0,0.0
IWM,2026-03-19,238.0,PUT,1,-1,2026-03-18T12:10:24.558,541,0.17,93,0.18,-0.0606,-0.3312,1.6774,-88.5189,0.0187,-0.3979,28.6447,0.4599,2026-03-18T12:10:24.725,2026-03-18T12:07:04.864,0.3,0.3,0.15,0.17,626.0,69.0,2026-03-18T12:07:04.864,0.17,18,2026-03-18 12:10:12 EDT,247.64,0.9610725246325311,-3.892747536746885,248.0,0.175,0.009999999999999981,5.714285714285704,1554,-29.059800000000003,-2606.6796,514.6848,-94.1724,0.001,0.0,0.0
IWM,2026-03-19,239.0,CALL,1,1,2026-03-18T12:10:24.562,14,8.86,15,8.97,0.9177,-0.4411,2.1185,25.5072,0.0236,-0.4511,32.3822,0.4589,2026-03-18T12:10:24.725,2026-03-17T12:06:52.909,11.03,11.03,10.76,10.76,2.0,2.0,2026-03-17T12:06:52.909,10.76,18,2026-03-18 12:10:12 EDT,247.64,0.9651106444839284,-3.4889355516071663,248.0,8.915,0.11000000000000121,1.2338754907459475,7,0.16519999999999999,14.8295,3.0877,6.4239,-0.0039,0.015,0.01
IWM,2026-03-19,239.0,PUT,1,-1,2026-03-18T12:10:24.559,95,0.23,63,0.24,-0.0795,-0.4018,2.0668,-85.5901,0.0234,-0.4517,32.009,0.4531,2026-03-18T12:10:24.725,2026-03-18T12:01:17.899,0.38,0.38,0.16,0.24,4408.0,201.0,2026-03-18T12:01:17.899,0.24,18,2026-03-18 12:10:12 EDT,247.64,0.9651106444839284,-3.4889355516071663,248.0,0.235,0.009999999999999981,4.255319148936162,1795,-42.003,-3709.9060000000004,721.231,-142.70250000000001,0.001,0.0,0.0
IWM,2026-03-19,240.0,CALL,1,1,2026-03-18T12:10:24.558,15,7.95,17,8.03,0.8942,-0.5175,2.5504,27.717,0.029,-0.4958,34.9492,0.4511,2026-03-18T12:10:24.725,2026-03-18T10:13:49.347,8.72,9.04,8.05,8.05,16.0,16.0,2026-03-18T10:13:49.347,8.05,18,2026-03-18 12:10:12 EDT,247.64,0.9691487643353255,-3.0851235664674475,248.0,7.99,0.07999999999999918,1.0012515644555593,36,1.044,91.81439999999999,18.63,32.1912,-0.003,0.005,-0.01
IWM,2026-03-19,240.0,PUT,1,-1,2026-03-18T12:10:24.258,60,0.31,37,0.32,-0.1032,-0.48,2.5078,-82.5447,0.0288,-0.4983,34.7497,0.4462,2026-03-18T12:10:24.725,2026-03-18T12:04:17.442,0.45,0.48,0.22,0.32,7672.0,489.0,2026-03-18T12:04:17.442,0.32,18,2026-03-18 12:10:12 EDT,247.64,0.9691487643353255,-3.0851235664674475,248.0,0.315,0.010000000000000009,3.174603174603177,4783,-137.75039999999998,-11994.8074,2295.8399999999997,-493.6056,0.0009,0.0,0.0
IWM,2026-03-19,241.0,CALL,1,1,2026-03-18T12:10:24.574,17,7.05,17,7.15,0.8643,-0.6045,3.0403,30.1514,0.035,-0.5258,36.5419,0.4453,2026-03-18T12:10:24.725,2026-03-18T11:15:30.235,7.01,7.82,7.01,7.82,5.0,5.0,2026-03-18T11:15:30.235,7.82,18,2026-03-18 12:10:12 EDT,247.64,0.9731868841867227,-2.6813115813277286,248.0,7.1,0.10000000000000053,1.4084507042253596,56,1.9600000000000002,170.2568,33.852000000000004,48.4008,-0.0029,0.005,0.01
